koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err2,koi_impact,koi_impact_err1,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_teq,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_steff,koi_steff_err2,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,dec,koi_kepmag,koi_predicted
0,0,0,0,8.95294046,-8.73e-05,0.718,0.051,0.22899999999999998,-0.22899999999999998,44.0,4.0,-4.0,0.86,1012,111.75,-92.96,13.0,6047,-132,0.156,-0.10400000000000001,1.207,0.191,-0.21,41.251663,11.458,FALSE POSITIVE
0,0,0,0,4.84350003,-4.3799999999999994e-05,0.9059999999999999,0.006999999999999999,0.21,-0.21,50.2,5.5,-5.5,0.9,1121,295.97,-148.11,10.4,5762,-155,0.158,-0.193,1.056,0.285,-0.19,42.346352,13.59,FALSE POSITIVE
0,0,0,0,36.7614011,-0.0009642999999999999,0.9840000000000001,0.042,0.763,-0.763,160.9,10.5,-10.5,1.52,475,6.54,-3.94,16.2,5305,-185,0.09,-0.11,0.823,0.132,-0.099,41.510040000000004,15.597999999999999,FALSE POSITIVE
0,0,0,0,4.373570433,-9.26e-06,0.1,0.387,0.11900000000000001,-0.11900000000000001,366.0,30.8,-30.8,1.23,727,19.15,-17.22,14.5,4362,-131,0.049,-0.021,0.64,0.045,-0.055,49.179668,15.194,FALSE POSITIVE
0,0,0,0,154.67436899999998,-0.004601,0.777,0.015,0.6409999999999999,-0.6409999999999999,435.8,37.2,-37.2,2.29,371,4.09,-1.45,13.5,6338,-242,0.07,-0.21,1.002,0.311,-0.111,42.857288,15.015,FALSE POSITIVE
0,0,0,0,15.951386600000001,-0.00015560000000000001,0.19699999999999998,0.255,0.223,-0.223,99.2,12.7,-12.7,1.17,849,121.95,-38.79,9.2,6451,-208,0.07,-0.21,1.168,0.409,-0.136,44.44706,13.629000000000001,FALSE POSITIVE
0,0,0,0,7.785911099999999,-0.00020340000000000004,0.675,0.281,0.71,-0.71,45.5,4.7,-4.7,0.68,939,172.15,-53.93,12.0,6045,-180,0.054000000000000006,-0.21600000000000003,0.9540000000000001,0.305,-0.102,51.388729,13.515,FALSE POSITIVE
0,0,0,0,9.8480917,-0.0001077,0.127,0.33,0.259,-0.259,141.9,16.2,-16.2,0.88,711,25.31,-18.27,9.7,5289,-158,0.08199999999999999,-0.067,0.748,0.092,-0.084,38.608990000000006,14.790999999999999,FALSE POSITIVE
0,0,0,0,54.0812235,-0.0009413000000000001,0.182,0.27899999999999997,0.377,-0.377,411.1,40.7,-40.7,1.54,431,5.76,-2.04,11.6,5757,-173,0.036000000000000004,-0.153,0.762,0.18100000000000002,-0.06,39.626339,15.487,FALSE POSITIVE
0,0,0,0,8.529122300000001,-8.340000000000001e-05,0.606,0.344,0.271,-0.271,325.4,29.9,-29.9,2.08,911,65.49,-52.17,12.8,5543,-74,0.13699999999999998,-0.1,1.111,0.17,-0.17,40.72311,15.377,FALSE POSITIVE
0,0,0,0,6.4546845,-0.0001022,0.93,0.019,0.35200000000000004,-0.35200000000000004,69.9,7.7,-7.7,1.38,1244,512.95,-239.59,10.8,6474,-194,0.14800000000000002,-0.18100000000000002,1.3619999999999999,0.428,-0.263,43.282340999999995,13.784,FALSE POSITIVE
0,0,0,0,0.49424766200000003,-1.74e-06,0.366,0.10300000000000001,0.0847,-0.0847,224.9,15.9,-15.9,1.51,2257,4858.15,-1743.7,18.1,5763,-200,0.046,-0.184,0.998,0.26,-0.09300000000000001,38.903912,15.665999999999999,FALSE POSITIVE
0,0,0,0,11.8299383,-0.0002073,0.502,0.45899999999999996,0.428,-0.428,41.4,4.1,-4.1,1.6,1177,234.66,-283.26,11.7,5747,-77,0.33,-0.11,2.431,0.485,-0.9009999999999999,41.042609999999996,12.327,FALSE POSITIVE
0,0,0,0,5.30179786,-4.2e-05,0.35700000000000004,0.094,0.155,-0.155,197.2,18.7,-18.7,1.22,973,168.16,-56.35,11.5,5749,-170,0.033,-0.187,0.8640000000000001,0.23399999999999999,-0.078,41.69014,15.466,FALSE POSITIVE
0,0,0,0,9.32867952,-3.81e-05,0.035,0.41700000000000004,0.0939,-0.0939,354.4,30.1,-30.1,1.62,806,79.07,-26.5,12.7,5749,-170,0.033,-0.187,0.8640000000000001,0.23399999999999999,-0.078,41.69014,15.466,FALSE POSITIVE
0,0,0,0,3.5944891000000005,-3.35e-05,0.040999999999999995,0.414,0.26899999999999996,-0.26899999999999996,89.9,10.5,-10.5,0.98,1178,176.97,-121.77,10.4,5523,-74,0.121,-0.099,1.046,0.154,-0.126,45.064968,15.033,FALSE POSITIVE
0,0,0,0,4.04481159,-4.03e-05,0.39299999999999996,0.063,0.29,-0.29,33.0,4.7,-4.7,0.67,1325,670.18,-253.44,7.5,6358,-208,0.087,-0.203,1.141,0.363,-0.156,40.6269,13.777999999999999,FALSE POSITIVE
0,0,0,0,4.8302364,-0.0001295,0.316,0.129,0.524,-0.524,22.5,2.3,-2.3,1.06,1453,1095.16,-300.98,11.6,5086,-103,0.128,-0.20800000000000002,2.247,0.8059999999999999,-0.26899999999999996,40.170109000000004,11.994000000000002,FALSE POSITIVE
0,0,0,0,56.446465,-0.0012050000000000001,0.8740000000000001,0.102,0.395,-0.395,147.9,13.7,-13.7,1.57,522,15.01,-7.08,12.4,5995,-179,0.136,-0.187,1.117,0.327,-0.201,44.308231,14.046,FALSE POSITIVE
0,0,0,0,31.420211100000003,-0.0004258,0.075,0.39899999999999997,0.271,-0.271,390.5,41.9,-41.9,1.45,471,5.66,-2.91,10.6,5269,-158,0.032,-0.09699999999999999,0.748,0.11199999999999999,-0.06,41.328041,15.809000000000001,FALSE POSITIVE
0,0,0,0,5.56676609,-3.04e-05,0.392,0.066,0.145,-0.145,173.8,16.2,-16.2,1.12,859,21.75,-27.08,12.0,5032,-80,0.077,-0.033,0.8590000000000001,0.040999999999999995,-0.071,40.056438,15.222999999999999,FALSE POSITIVE
0,0,0,0,13.2965044,-0.00040730000000000003,0.902,0.07,1.2,-1.2,133.4,28.9,-28.9,0.88,488,4.29,-3.38,9.1,4352,-129,0.032,-0.042,0.613,0.055,-0.05,44.197540000000004,15.073,FALSE POSITIVE
0,0,0,0,21.8420304,-0.0002661,0.20800000000000002,0.23600000000000002,0.233,-0.233,79.5,9.7,-9.7,2.01,1016,169.3,-205.72,9.5,6194,-210,0.528,-0.132,2.241,0.48700000000000004,-1.217,45.461639,13.547,FALSE POSITIVE
0,0,0,0,0.876850385,-7.72e-06,0.049,0.42100000000000004,0.225,-0.225,59.2,8.1,-8.1,1.35,2543,4300.75,-4349.67,9.7,6102,-85,0.174,-0.11599999999999999,1.756,0.295,-0.406,40.387951,14.878,FALSE POSITIVE
0,0,0,0,20.710636800000003,-0.00021869999999999998,0.604,0.365,0.27,-0.27,142.5,15.8,-15.8,1.12,626,29.35,-10.81,11.0,5631,-152,0.075,-0.175,0.9009999999999999,0.242,-0.10400000000000001,44.283119,14.18,FALSE POSITIVE
0,0,0,0,3.43633133,-8.72e-06,0.114,0.35100000000000003,0.111,-0.111,473.5,46.8,-46.8,1.44,945,62.33,-49.49,14.5,5201,-156,0.07200000000000001,-0.044000000000000004,0.6509999999999999,0.057,-0.057,47.234531,15.71,FALSE POSITIVE
0,0,0,0,142.70388799999998,-0.0022660000000000002,0.062,0.376,0.33299999999999996,-0.33299999999999996,225.5,23.8,-23.8,1.95,440,9.15,-2.94,11.0,6701,-241,0.057999999999999996,-0.217,1.2890000000000001,0.46299999999999997,-0.154,49.745831,13.964,FALSE POSITIVE
0,0,0,0,3.38080537,-3.229999999999999e-05,0.067,0.386,0.21,-0.21,200.9,19.1,-19.1,1.69,1362,352.58,-197.75,11.6,6072,-91,0.076,-0.114,1.193,0.19899999999999998,-0.12300000000000001,44.31218,15.514000000000001,FALSE POSITIVE
0,0,0,0,10.4716194,-0.00015340000000000002,0.184,0.267,0.28300000000000003,-0.28300000000000003,123.9,12.4,-12.4,1.74,1035,108.71,-110.93,11.7,5812,-78,0.182,-0.084,1.574,0.24,-0.331,42.160271,14.485999999999999,FALSE POSITIVE
0,0,0,0,6.78788113,-8.149999999999999e-05,0.022000000000000002,0.445,0.35100000000000003,-0.35100000000000003,73.1,11.3,-11.3,2.44,1679,938.81,-1231.23,7.8,6537,-195,0.285,-0.095,2.8289999999999997,0.457,-1.067,41.096882,13.36,FALSE POSITIVE
0,0,0,0,5.47455167,-5.6899999999999994e-05,0.9309999999999999,0.023,0.281,-0.281,73.2,8.2,-8.2,1.4,1155,179.81,-162.64,10.8,5611,-75,0.182,-0.098,1.3119999999999998,0.21,-0.257,50.558338,14.210999999999999,FALSE POSITIVE
0,0,0,0,4.8754764999999995,-3.98e-05,0.084,0.36700000000000005,0.251,-0.251,39.6,5.6,-5.6,0.8,1180,297.05,-241.06,8.8,5513,-127,0.26,-0.14,1.286,0.268,-0.358,38.297871,12.207,FALSE POSITIVE
0,0,0,0,10.5071781,-0.0001082,0.23199999999999998,0.23600000000000002,0.262,-0.262,271.8,30.1,-30.1,1.41,737,39.23,-23.38,11.1,5290,-167,0.11699999999999999,-0.13,0.865,0.151,-0.113,41.456692,15.654000000000002,FALSE POSITIVE
0,0,0,0,8.8493948,-0.0001224,0.8190000000000001,0.024,0.316,-0.316,43.8,4.0,-4.0,0.82,978,98.91,-58.53,12.1,6095,-134,0.099,-0.121,1.11,0.17800000000000002,-0.11900000000000001,43.697441,13.556,FALSE POSITIVE
0,0,0,0,16.449151500000003,-0.00027289999999999997,0.866,0.05,0.445,-0.445,70.9,7.5,-7.5,2.75,1036,196.21,-187.63,11.0,5334,-214,0.308,-0.132,2.7889999999999997,0.591,-1.097,44.782009,12.999,FALSE POSITIVE
0,0,0,0,0.42804605100000004,-1.09e-06,0.040999999999999995,0.424,0.13,-0.13,126.0,14.1,-14.1,0.87,2017,1957.59,-994.03,14.1,5285,-143,0.049,-0.091,0.775,0.121,-0.069,38.241797999999996,15.247,FALSE POSITIVE
0,0,0,0,71.05457555,-5.19e-05,0.061,0.28300000000000003,0.0246,-0.0246,4853.2,60.6,-60.6,5.91,390,3.49,-1.86,95.9,5290,-159,0.11599999999999999,-0.231,0.865,0.179,-0.11900000000000001,40.797352000000004,14.71,FALSE POSITIVE
0,0,0,0,20.5512722,-0.0001597,0.946,0.005,0.134,-0.134,191.2,11.2,-11.2,1.64,607,10.6,-6.79,20.0,5401,-97,0.075,-0.08199999999999999,0.9179999999999999,0.1,-0.073,50.99062,13.55,FALSE POSITIVE
0,0,0,0,7.5861587,-0.0001204,0.858,0.044000000000000004,0.368,-0.368,116.8,12.7,-12.7,1.07,928,118.02,-64.3,10.8,5934,-160,0.135,-0.165,0.871,0.191,-0.139,43.8503,14.84,FALSE POSITIVE
0,0,0,0,3.19938075,-2.6000000000000002e-05,0.268,0.17600000000000002,0.19699999999999998,-0.19699999999999998,76.1,9.3,-9.3,0.62,1026,137.02,-56.8,9.8,5483,-147,0.032,-0.10400000000000001,0.7020000000000001,0.115,-0.046,38.194809,14.261,FALSE POSITIVE
0,0,0,0,3.04185157,-1.87e-05,0.17600000000000002,0.287,0.175,-0.175,69.0,7.6,-7.6,0.71,1184,401.33,-125.91,11.1,5802,-156,0.048,-0.192,0.857,0.252,-0.084,42.26413,14.147,FALSE POSITIVE
0,0,0,0,1.89873195,-1.11e-05,0.19699999999999998,0.257,0.153,-0.153,78.0,9.5,-9.5,0.93,1524,1233.6,-405.22,10.2,5942,-229,0.067,-0.21600000000000003,1.05,0.33299999999999996,-0.111,48.666512,14.457,FALSE POSITIVE
0,0,0,0,11.39110963,-7.269999999999999e-05,0.569,0.3496,0.158,-0.158,593.4,54.4,-54.4,1.9,632,15.02,-8.96,12.1,4999,-139,0.028999999999999998,-0.073,0.76,0.086,-0.057999999999999996,38.393478,15.681,FALSE POSITIVE
0,0,0,0,18.0939004,-0.00022880000000000003,0.445,0.026000000000000002,0.33299999999999996,-0.33299999999999996,467.3,48.0,-48.0,1.91,665,33.38,-11.92,11.6,5904,-178,0.044000000000000004,-0.17600000000000002,0.867,0.218,-0.073,50.246189,15.739,FALSE POSITIVE
0,0,0,0,34.9524256,-0.00012429999999999999,1.225,70.24,0.162,-0.162,677.0,53.0,-53.0,21.74,429,2.67,-1.86,15.8,4921,-145,0.024,-0.064,0.779,0.065,-0.054000000000000006,46.265331,14.767000000000001,FALSE POSITIVE
0,0,0,0,17.7412303,-0.00039660000000000004,0.065,0.392,0.5660000000000001,-0.5660000000000001,144.7,18.6,-18.6,1.14,684,44.67,-15.09,9.2,5817,-191,0.052000000000000005,-0.20800000000000002,0.956,0.289,-0.096,38.883659,14.640999999999998,FALSE POSITIVE
0,0,0,0,2.63527677,-2.09e-05,0.6459999999999999,0.015,0.2,-0.2,70.4,7.9,-7.9,0.76,1136,83.99,-77.27,10.7,5215,-83,0.066,-0.05,0.8640000000000001,0.057999999999999996,-0.064,44.362518,14.342,FALSE POSITIVE
0,0,0,0,147.388124,-0.002736,0.005,0.44,0.381,-0.381,909.2,67.4,-67.4,3.03,356,3.81,-1.22,15.8,6046,-232,0.04,-0.22899999999999998,1.0070000000000001,0.33399999999999996,-0.111,46.540539,15.817,FALSE POSITIVE
0,0,0,0,4.11497357,-4.46e-05,0.396,0.055999999999999994,0.19,-0.19,154.1,17.3,-17.3,1.17,1137,402.64,-124.37,9.7,6011,-231,0.04,-0.22899999999999998,0.927,0.311,-0.09699999999999999,38.042019,15.392000000000001,FALSE POSITIVE
0,0,0,0,7.5019743000000005,-0.0001136,0.442,0.036000000000000004,0.42700000000000005,-0.42700000000000005,248.0,31.1,-31.1,1.19,709,16.39,-16.11,9.1,4807,-129,0.066,-0.039,0.758,0.049,-0.07400000000000001,42.629002,15.562000000000001,FALSE POSITIVE
0,0,0,0,29.1206519,-0.0003795,0.195,0.26,0.28600000000000003,-0.28600000000000003,415.5,51.0,-51.0,1.6,528,12.61,-4.99,9.7,5671,-169,0.038,-0.152,0.7879999999999999,0.182,-0.073,41.874378,15.536,FALSE POSITIVE
0,0,0,0,6.91261536,-5.18e-05,0.6559999999999999,0.285,0.217,-0.217,34.4,3.4,-3.4,0.64,981,97.13,-61.34,12.0,5761,-115,0.105,-0.11599999999999999,1.044,0.162,-0.122,48.332249,12.419,FALSE POSITIVE
0,0,0,0,25.861605800000003,-0.0008569,0.855,0.122,1.0,-1.0,123.0,19.7,-19.7,1.12,613,28.82,-9.66,8.5,6067,-201,0.052000000000000005,-0.20800000000000002,0.884,0.26,-0.087,40.253529,15.183,FALSE POSITIVE
0,0,0,0,13.8353959,-0.0002748,0.94,0.024,0.35600000000000004,-0.35600000000000004,818.0,90.4,-90.4,3.78,809,101.83,-35.97,10.3,6020,-211,0.087,-0.203,1.057,0.341,-0.146,44.25053,15.842,FALSE POSITIVE
0,0,0,0,2.1316605269999997,-9.49e-06,0.036000000000000004,0.42100000000000004,0.0993,-0.0993,32.2,2.4,-2.4,0.56,1438,408.09,-247.61,15.7,5849,-117,0.076,-0.114,0.997,0.14300000000000002,-0.095,47.173313,11.892999999999999,FALSE POSITIVE
0,0,0,0,5.75902182,-4.98e-05,0.32899999999999996,0.124,0.21600000000000003,-0.21600000000000003,70.8,8.3,-8.3,0.91,1112,326.5,-121.82,9.9,6247,-217,0.054000000000000006,-0.21600000000000003,1.0659999999999998,0.335,-0.134,49.607479,14.199000000000002,FALSE POSITIVE
0,0,0,0,5.66494448,-4.79e-05,0.4638,0.4716,0.20199999999999999,-0.20199999999999999,46.0,4.1,-4.1,0.78,1134,375.59,-169.25,11.4,5888,-151,0.201,-0.215,1.13,0.371,-0.23399999999999999,42.931049,13.220999999999998,FALSE POSITIVE
0,0,0,0,5.2736268,-0.0001581,0.595,0.012,0.511,-0.511,86.1,12.1,-12.1,0.89,1014,230.17,-74.5,8.7,5851,-192,0.039,-0.221,0.9179999999999999,0.289,-0.096,41.561138,15.374,FALSE POSITIVE
0,0,0,0,24.5041103,-0.000659,0.17800000000000002,0.295,0.43200000000000005,-0.43200000000000005,119.5,12.3,-12.3,1.03,574,13.03,-6.77,11.3,5250,-78,0.098,-0.14,0.9620000000000001,0.182,-0.11199999999999999,41.742779,14.375,FALSE POSITIVE
0,0,0,0,12.687817599999999,-0.0002194,0.9209999999999999,0.038,0.34700000000000003,-0.34700000000000003,293.0,26.6,-26.6,2.16,851,120.42,-44.46,13.5,6258,-261,0.067,-0.20199999999999999,1.046,0.335,-0.134,42.4259,15.812999999999999,FALSE POSITIVE
0,0,0,0,483.36405,-0.04975,0.614,0.049,2.0,-2.0,285.4,40.9,-40.9,1.27,202,0.24,-0.09,8.3,5700,-153,0.032,-0.128,0.718,0.14300000000000002,-0.054000000000000006,40.216060999999996,14.860999999999999,FALSE POSITIVE
0,0,0,0,12.0729757,-0.00019250000000000002,0.312,0.135,0.418,-0.418,99.5,13.3,-13.3,1.69,969,94.93,-97.12,9.7,5436,-65,0.217,-0.09300000000000001,1.7069999999999999,0.287,-0.43,44.228531,14.216,FALSE POSITIVE
0,0,0,0,82.401274,-0.001857,0.703,0.259,0.9840000000000001,-0.9840000000000001,430.7,61.4,-61.4,2.21,421,3.11,-1.18,10.1,5886,-88,0.03,-0.127,1.0,0.16399999999999998,-0.055,48.173279,15.202,FALSE POSITIVE
0,0,0,0,11.91256675,-8.51e-05,0.174,0.263,0.153,-0.153,123.1,4.8,-4.8,2.61,1242,308.91,-317.89,27.8,6337,-82,0.253,-0.136,2.335,0.503,-0.755,42.54985,11.915,FALSE POSITIVE
0,0,0,0,4.08197713,-4.79e-05,0.32799999999999996,0.128,0.305,-0.305,26.2,3.4,-3.4,0.6,1372,498.99,-287.95,9.3,6538,-196,0.092,-0.138,1.156,0.24100000000000002,-0.161,42.27626,13.05,FALSE POSITIVE
0,0,0,0,76.87935893,-4.83e-05,0.8640000000000001,0.076,0.0429,-0.0429,21272.0,253.0,-253.0,7.71,202,0.12,-0.11,131.0,3638,-79,0.040999999999999995,-0.054000000000000006,0.436,0.045,-0.049,50.10096,15.949000000000002,FALSE POSITIVE
0,0,0,0,7.28116667,-7.79e-05,0.1,0.358,0.243,-0.243,333.8,33.8,-33.8,1.4,744,30.08,-19.72,11.5,5008,-174,0.033,-0.066,0.7879999999999999,0.08199999999999999,-0.067,45.370159,15.993,FALSE POSITIVE
0,0,0,0,2.87998334,-2.4299999999999998e-05,0.22,0.243,0.243,-0.243,116.5,14.6,-14.6,0.85,1024,40.02,-46.57,9.9,4951,-81,0.063,-0.027000000000000003,0.8059999999999999,0.032,-0.051,49.141979,14.712,FALSE POSITIVE
0,0,0,0,21.08678557,-8.39e-05,0.7020000000000001,0.253,0.10800000000000001,-0.10800000000000001,499.6,58.9,-58.9,2.08,651,31.53,-11.29,11.0,6084,-202,0.044000000000000004,-0.17600000000000002,0.863,0.217,-0.07200000000000001,47.992699,15.185,FALSE POSITIVE
0,0,0,0,5.19206571,-6.17e-05,0.847,0.133,0.22899999999999998,-0.22899999999999998,66.6,7.5,-7.5,0.99,1170,396.77,-144.95,10.5,6322,-203,0.065,-0.195,1.075,0.335,-0.134,46.265202,14.423,FALSE POSITIVE
0,0,0,0,449.01499,-0.02055,0.2182,0.2153,1.0,-1.0,94.2,13.1,-13.1,1.04,258,1.1,-0.34,8.5,6031,-168,0.106,-0.251,1.068,0.389,-0.145,50.01358,12.290999999999999,FALSE POSITIVE
0,0,0,0,14.1959621,-0.00011999999999999999,0.7859999999999999,0.177,0.20800000000000002,-0.20800000000000002,196.2,16.5,-16.5,1.66,818,104.07,-33.36,14.1,6214,-224,0.054000000000000006,-0.21600000000000003,1.0759999999999998,0.353,-0.11800000000000001,44.779678000000004,14.706,FALSE POSITIVE
0,0,0,0,11.52482874,-4.49e-05,1.205,72.7,0.183,-0.183,577.6,46.7,-46.7,22.56,756,56.23,-24.72,16.2,5592,-152,0.091,-0.16899999999999998,0.892,0.213,-0.115,44.367458,15.595,FALSE POSITIVE
0,0,0,0,6.70242786,-4.34e-05,0.369,0.094,0.228,-0.228,65.3,8.9,-8.9,1.82,1367,780.25,-369.44,8.8,5466,-163,0.175,-0.175,2.224,0.6990000000000001,-0.466,39.936642,12.954,FALSE POSITIVE
0,0,0,0,7.79534033,-8.44e-05,0.282,0.166,0.304,-0.304,102.1,11.9,-11.9,1.07,985,213.24,-69.03,10.2,6156,-214,0.054000000000000006,-0.21600000000000003,1.05,0.341,-0.114,42.86092,14.725999999999999,FALSE POSITIVE
0,0,0,0,115.23854399999999,-0.002522,0.965,0.0,0.527,-0.527,516.7,56.8,-56.8,3.17,372,1.75,-1.13,10.6,5589,-75,0.099,-0.11,1.037,0.152,-0.114,39.31641,15.259,FALSE POSITIVE
0,0,0,0,5.6795377,-0.00010390000000000002,0.196,0.254,0.326,-0.326,52.0,4.5,-4.5,1.16,1420,818.95,-572.46,12.5,6514,-227,0.258,-0.172,1.585,0.457,-0.503,43.994362,12.892000000000001,FALSE POSITIVE
0,0,0,0,19.548966600000004,-0.00013959999999999998,0.83,0.001,0.18100000000000002,-0.18100000000000002,523.8,49.7,-49.7,1.89,579,15.5,-6.65,12.6,5549,-163,0.045,-0.113,0.732,0.13699999999999998,-0.059000000000000004,42.854889,15.717,FALSE POSITIVE
0,0,0,0,7.41834569,-6.47e-05,0.049,0.413,0.215,-0.215,234.0,24.1,-24.1,1.12,800,56.43,-24.2,11.2,5549,-163,0.045,-0.113,0.732,0.13699999999999998,-0.059000000000000004,42.854889,15.717,FALSE POSITIVE
0,0,0,0,92.461135,-0.001057,0.083,0.358,0.293,-0.293,122.4,6.4,-6.4,2.86,564,11.96,-9.32,20.7,5132,-84,0.12,-0.132,2.648,0.51,-0.51,39.323662,11.784,FALSE POSITIVE
0,0,0,0,49.538726399999994,-0.0003804,1.2229999999999999,6.795,0.305,-0.305,740.6,89.7,-89.7,20.52,436,5.9,-1.99,10.3,5683,-155,0.036000000000000004,-0.14400000000000002,0.747,0.168,-0.055999999999999994,41.83149,14.94,FALSE POSITIVE
0,0,0,0,9.2294726,-0.0001382,0.076,0.45399999999999996,0.8640000000000001,-0.8640000000000001,199.3,72.7,-72.7,0.82,601,11.79,-7.91,7.5,4781,-168,0.036000000000000004,-0.045,0.596,0.057999999999999996,-0.044000000000000004,39.949444,13.78,FALSE POSITIVE
0,0,0,0,17.99562529,-6.49e-05,1.2379,0.4855,0.129,-0.129,1068.0,113.0,-113.0,28.98,701,72.64,-16.3,12.1,5999,-214,0.043,-0.3,0.9590000000000001,0.405,-0.087,43.324341,15.822000000000001,FALSE POSITIVE
0,0,0,0,63.095068000000005,-0.002258,1.05,6.957000000000001,0.92,-0.92,496.8,52.4,-52.4,11.67,573,22.02,-9.17,11.4,6622,-275,0.065,-0.195,1.325,0.401,-0.172,42.117298,15.765,FALSE POSITIVE
0,0,0,0,21.7203362,-0.00030869999999999997,0.311,0.15,0.37,-0.37,87.8,8.1,-8.1,0.8,594,9.41,-6.38,12.0,5528,-110,0.063,-0.077,0.853,0.08900000000000001,-0.067,44.284228999999996,13.404000000000002,FALSE POSITIVE
0,0,0,0,6.64754478,-4.14e-05,0.235,0.213,0.14300000000000002,-0.14300000000000002,289.3,28.1,-28.1,1.72,999,226.31,-72.06,12.4,6046,-211,0.054000000000000006,-0.21600000000000003,1.0070000000000001,0.318,-0.106,49.4921,15.724,FALSE POSITIVE
0,0,0,0,1.97650073,-1.1e-05,0.055,0.386,0.136,-0.136,112.5,12.8,-12.8,0.97,1394,819.47,-270.97,10.4,5792,-202,0.05,-0.2,0.9229999999999999,0.287,-0.096,41.9856,15.607999999999999,FALSE POSITIVE
0,0,0,0,14.740106099999998,-0.00022959999999999997,0.11599999999999999,0.321,0.38299999999999995,-0.38299999999999995,238.0,26.9,-26.9,1.48,750,62.44,-21.67,10.3,5999,-198,0.048,-0.192,0.9590000000000001,0.266,-0.095,46.8894,15.479000000000001,FALSE POSITIVE
0,0,0,0,4.7309013,-4.0799999999999996e-05,0.36200000000000004,0.084,0.20199999999999999,-0.20199999999999999,228.5,22.6,-22.6,1.39,1065,280.41,-89.58,11.6,5941,-196,0.037000000000000005,-0.213,0.9109999999999999,0.28,-0.09300000000000001,48.022498999999996,15.68,FALSE POSITIVE
0,0,0,0,36.721576,-0.0013050000000000002,0.09699999999999999,0.355,0.5760000000000001,-0.5760000000000001,538.2,63.2,-63.2,1.93,498,11.83,-3.82,10.2,5662,-186,0.031,-0.17800000000000002,0.84,0.221,-0.069,40.472481,15.919,FALSE POSITIVE
0,0,0,0,96.81647,-0.0008937000000000001,0.034,0.42,0.19,-0.19,164.7,7.3,-7.3,3.19,655,15.77,-22.77,25.9,6404,-116,0.218,-0.057999999999999996,2.467,0.301,-0.703,38.270512,11.815999999999999,FALSE POSITIVE
0,0,0,0,1.141148847,-6.42e-06,0.062,0.39899999999999997,0.159,-0.159,73.1,7.1,-7.1,1.67,2248,2493.24,-3123.63,12.7,5438,-73,0.217,-0.09300000000000001,1.989,0.308,-0.573,47.775428999999995,14.58,FALSE POSITIVE
0,0,0,0,12.460564999999999,-0.0002109,0.015,0.45,0.39299999999999996,-0.39299999999999996,143.9,16.9,-16.9,1.1,726,19.76,-13.13,10.2,5435,-81,0.076,-0.085,0.9329999999999999,0.1,-0.073,51.203739,14.732000000000001,FALSE POSITIVE
0,0,0,0,19.5945772,-0.0005139999999999999,0.389,0.067,0.565,-0.565,129.3,17.1,-17.1,1.18,724,61.67,-22.65,8.8,6118,-212,0.087,-0.203,1.023,0.32,-0.13699999999999998,48.746140000000004,15.450999999999999,FALSE POSITIVE
0,0,0,0,7.08757462,-8.13e-05,0.371,0.076,0.311,-0.311,187.0,19.7,-19.7,1.28,955,176.6,-57.22,11.0,6060,-199,0.048,-0.192,0.925,0.276,-0.092,47.33683,15.274000000000001,FALSE POSITIVE
0,0,0,0,5.4169303,-0.0001099,1.055,6.846,0.845,-0.845,109.5,11.8,-11.8,8.17,1173,438.83,-142.24,11.3,6355,-230,0.07,-0.21,1.1079999999999999,0.37,-0.12300000000000001,40.92474,15.411,FALSE POSITIVE
0,0,0,0,31.1920226,-0.0002638,0.11,0.345,0.21,-0.21,447.8,46.5,-46.5,1.65,521,11.28,-4.83,11.6,5675,-170,0.06,-0.14,0.777,0.163,-0.075,40.82999,15.401,FALSE POSITIVE
0,0,0,0,7.630545,-0.001141,0.021,0.424,0.27,-0.27,364.9,36.1,-36.1,2.26,1087,338.45,-120.47,11.3,6407,-246,0.087,-0.203,1.179,0.409,-0.163,51.229729,14.12,FALSE POSITIVE
0,0,0,0,6.6716723,-5.47e-05,0.16699999999999998,0.287,0.255,-0.255,154.4,17.8,-17.8,1.27,1024,258.68,-84.65,10.3,6086,-232,0.07,-0.21,1.021,0.345,-0.115,41.890259,15.134,FALSE POSITIVE
0,0,0,0,409.38645,-0.02907,0.0706,0.3801,1.7,-1.7,531.5,83.7,-83.7,1.78,197,0.35,-0.09,10.3,4955,-136,0.065,-0.68,0.799,0.255,-0.071,46.917831,15.149000000000001,FALSE POSITIVE
0,0,0,0,17.7662938,-0.000263,0.909,0.062,0.358,-0.358,181.1,21.5,-21.5,1.54,670,18.88,-7.13,10.1,5724,-85,0.03,-0.12,0.946,0.142,-0.047,43.733909999999995,14.970999999999998,FALSE POSITIVE
0,0,0,0,11.56722589,-9.73e-05,0.242,0.20800000000000002,0.215,-0.215,373.7,38.2,-38.2,1.29,568,6.63,-6.66,11.5,4597,-137,0.055999999999999994,-0.024,0.691,0.043,-0.064,42.687431,15.674000000000001,FALSE POSITIVE
